Project ID,Milestone ID,Milestone Name,Planned Date,Actual Date,Completion Status,Associated Task ID
PRJ_213,MLS_2126,Milestone Completion of Task 59,2023-02-06,2023-02-06,Pending,TSK_213_59
PRJ_213,MLS_2127,Milestone Completion of Task 69,2023-02-09,2023-02-14,Delayed,TSK_213_69
PRJ_213,MLS_2128,Milestone Completion of Task 79,2023-02-12,2023-02-08,Pending,TSK_213_79
PRJ_213,MLS_2129,Milestone Completion of Task 89,2023-02-15,2023-03-02,Delayed,TSK_213_89
PRJ_213,MLS_2130,Milestone Completion of Task 99,2023-02-18,2023-03-05,Delayed,TSK_213_99
PRJ_214,MLS_2131,Milestone Completion of Task 9,2023-01-22,2023-01-19,Completed,TSK_214_09
PRJ_214,MLS_2132,Milestone Completion of Task 19,2023-01-25,2023-01-21,Completed,TSK_214_19
PRJ_214,MLS_2133,Milestone Completion of Task 29,2023-01-28,2023-01-24,Pending,TSK_214_29
PRJ_214,MLS_2134,Milestone Completion of Task 39,2023-01-31,2023-01-27,Pending,TSK_214_39
PRJ_214,MLS_2135,Milestone Completion of Task 49,2023-02-03,2023-02-06,Delayed,TSK_214_49
PRJ_214,MLS_2136,Milestone Completion of Task 59,2023-02-06,2023-02-02,Pending,TSK_214_59
PRJ_214,MLS_2137,Milestone Completion of Task 69,2023-02-09,2023-02-22,Delayed,TSK_214_69
PRJ_214,MLS_2138,Milestone Completion of Task 79,2023-02-12,2023-02-22,Delayed,TSK_214_79
PRJ_214,MLS_2139,Milestone Completion of Task 89,2023-02-15,2023-02-11,Pending,TSK_214_89
PRJ_214,MLS_2140,Milestone Completion of Task 99,2023-02-18,2023-02-15,Pending,TSK_214_99
PRJ_215,MLS_2141,Milestone Completion of Task 9,2023-01-22,2023-02-06,Delayed,TSK_215_09
PRJ_215,MLS_2142,Milestone Completion of Task 19,2023-01-25,2023-01-21,Completed,TSK_215_19
PRJ_215,MLS_2143,Milestone Completion of Task 29,2023-01-28,2023-02-11,Delayed,TSK_215_29
PRJ_215,MLS_2144,Milestone Completion of Task 39,2023-01-31,2023-02-08,Delayed,TSK_215_39
PRJ_215,MLS_2145,Milestone Completion of Task 49,2023-02-03,2023-02-05,Delayed,TSK_215_49
PRJ_215,MLS_2146,Milestone Completion of Task 59,2023-02-06,2023-02-02,Pending,TSK_215_59
PRJ_215,MLS_2147,Milestone Completion of Task 69,2023-02-09,2023-02-07,Pending,TSK_215_69
PRJ_215,MLS_2148,Milestone Completion of Task 79,2023-02-12,2023-02-08,Pending,TSK_215_79
PRJ_215,MLS_2149,Milestone Completion of Task 89,2023-02-15,2023-02-13,Pending,TSK_215_89
PRJ_215,MLS_2150,Milestone Completion of Task 99,2023-02-18,2023-02-23,Delayed,TSK_215_99
PRJ_216,MLS_2151,Milestone Completion of Task 9,2023-01-22,2023-01-18,Completed,TSK_216_09
PRJ_216,MLS_2152,Milestone Completion of Task 19,2023-01-25,2023-01-21,Completed,TSK_216_19
PRJ_216,MLS_2153,Milestone Completion of Task 29,2023-01-28,2023-01-26,Pending,TSK_216_29
PRJ_216,MLS_2154,Milestone Completion of Task 39,2023-01-31,2023-01-27,Pending,TSK_216_39
PRJ_216,MLS_2155,Milestone Completion of Task 49,2023-02-03,2023-02-15,Delayed,TSK_216_49
PRJ_216,MLS_2156,Milestone Completion of Task 59,2023-02-06,2023-02-14,Delayed,TSK_216_59
PRJ_216,MLS_2157,Milestone Completion of Task 69,2023-02-09,2023-02-05,Pending,TSK_216_69
PRJ_216,MLS_2158,Milestone Completion of Task 79,2023-02-12,2023-02-22,Delayed,TSK_216_79
PRJ_216,MLS_2159,Milestone Completion of Task 89,2023-02-15,2023-03-02,Delayed,TSK_216_89
PRJ_216,MLS_2160,Milestone Completion of Task 99,2023-02-18,2023-02-16,Pending,TSK_216_99
PRJ_217,MLS_2161,Milestone Completion of Task 9,2023-01-23,2023-01-19,Completed,TSK_217_09
PRJ_217,MLS_2162,Milestone Completion of Task 19,2023-01-26,2023-02-09,Delayed,TSK_217_19
PRJ_217,MLS_2163,Milestone Completion of Task 29,2023-01-29,2023-01-25,Pending,TSK_217_29
PRJ_217,MLS_2164,Milestone Completion of Task 39,2023-02-01,2023-01-28,Pending,TSK_217_39
PRJ_217,MLS_2165,Milestone Completion of Task 49,2023-02-04,2023-02-19,Delayed,TSK_217_49
PRJ_217,MLS_2166,Milestone Completion of Task 59,2023-02-07,2023-02-22,Delayed,TSK_217_59
PRJ_217,MLS_2167,Milestone Completion of Task 69,2023-02-10,2023-02-25,Delayed,TSK_217_69
PRJ_217,MLS_2168,Milestone Completion of Task 79,2023-02-13,2023-02-09,Pending,TSK_217_79
PRJ_217,MLS_2169,Milestone Completion of Task 89,2023-02-16,2023-03-03,Delayed,TSK_217_89
PRJ_217,MLS_2170,Milestone Completion of Task 99,2023-02-19,2023-02-15,Pending,TSK_217_99
PRJ_218,MLS_2171,Milestone Completion of Task 9,2023-01-23,2023-01-19,Completed,TSK_218_09
PRJ_218,MLS_2172,Milestone Completion of Task 19,2023-01-26,2023-01-26,Pending,TSK_218_19
PRJ_218,MLS_2173,Milestone Completion of Task 29,2023-01-29,2023-01-25,Pending,TSK_218_29
PRJ_218,MLS_2174,Milestone Completion of Task 39,2023-02-01,2023-02-01,Pending,TSK_218_39
PRJ_218,MLS_2175,Milestone Completion of Task 49,2023-02-04,2023-02-04,Pending,TSK_218_49
PRJ_218,MLS_2176,Milestone Completion of Task 59,2023-02-07,2023-02-19,Delayed,TSK_218_59
PRJ_218,MLS_2177,Milestone Completion of Task 69,2023-02-10,2023-02-12,Delayed,TSK_218_69
PRJ_218,MLS_2178,Milestone Completion of Task 79,2023-02-13,2023-02-09,Pending,TSK_218_79
PRJ_218,MLS_2179,Milestone Completion of Task 89,2023-02-16,2023-02-18,Delayed,TSK_218_89
PRJ_218,MLS_2180,Milestone Completion of Task 99,2023-02-19,2023-02-19,Pending,TSK_218_99
PRJ_219,MLS_2181,Milestone Completion of Task 9,2023-01-23,2023-02-01,Delayed,TSK_219_09
PRJ_219,MLS_2182,Milestone Completion of Task 19,2023-01-26,2023-02-02,Delayed,TSK_219_19
PRJ_219,MLS_2183,Milestone Completion of Task 29,2023-01-29,2023-02-13,Delayed,TSK_219_29
PRJ_219,MLS_2184,Milestone Completion of Task 39,2023-02-01,2023-02-08,Delayed,TSK_219_39
PRJ_219,MLS_2185,Milestone Completion of Task 49,2023-02-04,2023-02-19,Delayed,TSK_219_49
PRJ_219,MLS_2186,Milestone Completion of Task 59,2023-02-07,2023-02-07,Pending,TSK_219_59
PRJ_219,MLS_2187,Milestone Completion of Task 69,2023-02-10,2023-02-21,Delayed,TSK_219_69
PRJ_219,MLS_2188,Milestone Completion of Task 79,2023-02-13,2023-02-26,Delayed,TSK_219_79
PRJ_219,MLS_2189,Milestone Completion of Task 89,2023-02-16,2023-02-23,Delayed,TSK_219_89
PRJ_219,MLS_2190,Milestone Completion of Task 99,2023-02-19,2023-02-15,Pending,TSK_219_99
PRJ_220,MLS_2191,Milestone Completion of Task 9,2023-01-23,2023-01-19,Completed,TSK_220_09
PRJ_220,MLS_2192,Milestone Completion of Task 19,2023-01-26,2023-01-23,Pending,TSK_220_19
PRJ_220,MLS_2193,Milestone Completion of Task 29,2023-01-29,2023-01-25,Pending,TSK_220_29
PRJ_220,MLS_2194,Milestone Completion of Task 39,2023-02-01,2023-01-28,Pending,TSK_220_39
PRJ_220,MLS_2195,Milestone Completion of Task 49,2023-02-04,2023-02-16,Delayed,TSK_220_49
PRJ_220,MLS_2196,Milestone Completion of Task 59,2023-02-07,2023-02-22,Delayed,TSK_220_59
PRJ_220,MLS_2197,Milestone Completion of Task 69,2023-02-10,2023-02-25,Delayed,TSK_220_69
PRJ_220,MLS_2198,Milestone Completion of Task 79,2023-02-13,2023-02-09,Pending,TSK_220_79
PRJ_220,MLS_2199,Milestone Completion of Task 89,2023-02-16,2023-02-12,Pending,TSK_220_89
PRJ_220,MLS_2200,Milestone Completion of Task 99,2023-02-19,2023-02-15,Pending,TSK_220_99
PRJ_221,MLS_2201,Milestone Completion of Task 9,2023-01-23,2023-01-23,Pending,TSK_221_09
PRJ_221,MLS_2202,Milestone Completion of Task 19,2023-01-26,2023-01-24,Pending,TSK_221_19
PRJ_221,MLS_2203,Milestone Completion of Task 29,2023-01-29,2023-01-25,Pending,TSK_221_29
PRJ_221,MLS_2204,Milestone Completion of Task 39,2023-02-01,2023-02-01,Pending,TSK_221_39
PRJ_221,MLS_2205,Milestone Completion of Task 49,2023-02-04,2023-02-14,Delayed,TSK_221_49
PRJ_221,MLS_2206,Milestone Completion of Task 59,2023-02-07,2023-02-22,Delayed,TSK_221_59
PRJ_221,MLS_2207,Milestone Completion of Task 69,2023-02-10,2023-02-06,Pending,TSK_221_69
PRJ_221,MLS_2208,Milestone Completion of Task 79,2023-02-13,2023-02-28,Delayed,TSK_221_79
PRJ_221,MLS_2209,Milestone Completion of Task 89,2023-02-16,2023-03-03,Delayed,TSK_221_89
PRJ_221,MLS_2210,Milestone Completion of Task 99,2023-02-19,2023-03-06,Delayed,TSK_221_99
PRJ_222,MLS_2211,Milestone Completion of Task 9,2023-01-23,2023-01-19,Completed,TSK_222_09
PRJ_222,MLS_2212,Milestone Completion of Task 19,2023-01-26,2023-01-22,Completed,TSK_222_19
PRJ_222,MLS_2213,Milestone Completion of Task 29,2023-01-29,2023-02-02,Delayed,TSK_222_29
PRJ_222,MLS_2214,Milestone Completion of Task 39,2023-02-01,2023-02-10,Delayed,TSK_222_39
PRJ_222,MLS_2215,Milestone Completion of Task 49,2023-02-04,2023-02-15,Delayed,TSK_222_49
PRJ_222,MLS_2216,Milestone Completion of Task 59,2023-02-07,2023-02-06,Pending,TSK_222_59
PRJ_222,MLS_2217,Milestone Completion of Task 69,2023-02-10,2023-02-06,Pending,TSK_222_69
PRJ_222,MLS_2218,Milestone Completion of Task 79,2023-02-13,2023-02-24,Delayed,TSK_222_79
PRJ_222,MLS_2219,Milestone Completion of Task 89,2023-02-16,2023-02-12,Pending,TSK_222_89
PRJ_222,MLS_2220,Milestone Completion of Task 99,2023-02-19,2023-02-15,Pending,TSK_222_99
PRJ_223,MLS_2221,Milestone Completion of Task 9,2023-01-23,2023-02-04,Delayed,TSK_223_09
PRJ_223,MLS_2222,Milestone Completion of Task 19,2023-01-26,2023-01-22,Completed,TSK_223_19
PRJ_223,MLS_2223,Milestone Completion of Task 29,2023-01-29,2023-02-13,Delayed,TSK_223_29
PRJ_223,MLS_2224,Milestone Completion of Task 39,2023-02-01,2023-02-16,Delayed,TSK_223_39
PRJ_223,MLS_2225,Milestone Completion of Task 49,2023-02-04,2023-01-31,Pending,TSK_223_49
PRJ_223,MLS_2226,Milestone Completion of Task 59,2023-02-07,2023-02-03,Pending,TSK_223_59
PRJ_223,MLS_2227,Milestone Completion of Task 69,2023-02-10,2023-02-06,Pending,TSK_223_69
PRJ_223,MLS_2228,Milestone Completion of Task 79,2023-02-13,2023-02-28,Delayed,TSK_223_79
PRJ_223,MLS_2229,Milestone Completion of Task 89,2023-02-16,2023-02-12,Pending,TSK_223_89
PRJ_223,MLS_2230,Milestone Completion of Task 99,2023-02-19,2023-02-15,Pending,TSK_223_99
PRJ_224,MLS_2231,Milestone Completion of Task 9,2023-01-23,2023-01-26,Delayed,TSK_224_09
PRJ_224,MLS_2232,Milestone Completion of Task 19,2023-01-26,2023-01-22,Completed,TSK_224_19
PRJ_224,MLS_2233,Milestone Completion of Task 29,2023-01-29,2023-02-07,Delayed,TSK_224_29
PRJ_224,MLS_2234,Milestone Completion of Task 39,2023-02-01,2023-02-01,Pending,TSK_224_39
PRJ_224,MLS_2235,Milestone Completion of Task 49,2023-02-04,2023-01-31,Pending,TSK_224_49
PRJ_224,MLS_2236,Milestone Completion of Task 59,2023-02-07,2023-02-07,Pending,TSK_224_59
PRJ_224,MLS_2237,Milestone Completion of Task 69,2023-02-10,2023-02-08,Pending,TSK_224_69
PRJ_224,MLS_2238,Milestone Completion of Task 79,2023-02-13,2023-02-12,Pending,TSK_224_79
PRJ_224,MLS_2239,Milestone Completion of Task 89,2023-02-16,2023-02-12,Pending,TSK_224_89
PRJ_224,MLS_2240,Milestone Completion of Task 99,2023-02-19,2023-02-23,Delayed,TSK_224_99
PRJ_225,MLS_2241,Milestone Completion of Task 9,2023-01-23,2023-01-19,Completed,TSK_225_09
PRJ_225,MLS_2242,Milestone Completion of Task 19,2023-01-26,2023-01-22,Completed,TSK_225_19
PRJ_225,MLS_2243,Milestone Completion of Task 29,2023-01-29,2023-02-13,Delayed,TSK_225_29
PRJ_225,MLS_2244,Milestone Completion of Task 39,2023-02-01,2023-02-16,Delayed,TSK_225_39
PRJ_225,MLS_2245,Milestone Completion of Task 49,2023-02-04,2023-02-19,Delayed,TSK_225_49
PRJ_225,MLS_2246,Milestone Completion of Task 59,2023-02-07,2023-02-13,Delayed,TSK_225_59
PRJ_225,MLS_2247,Milestone Completion of Task 69,2023-02-10,2023-02-06,Pending,TSK_225_69
PRJ_225,MLS_2248,Milestone Completion of Task 79,2023-02-13,2023-02-13,Pending,TSK_225_79
PRJ_225,MLS_2249,Milestone Completion of Task 89,2023-02-16,2023-02-12,Pending,TSK_225_89
PRJ_225,MLS_2250,Milestone Completion of Task 99,2023-02-19,2023-03-06,Delayed,TSK_225_99
PRJ_226,MLS_2251,Milestone Completion of Task 9,2023-01-23,2023-01-19,Completed,TSK_226_09
PRJ_226,MLS_2252,Milestone Completion of Task 19,2023-01-26,2023-02-07,Delayed,TSK_226_19
PRJ_226,MLS_2253,Milestone Completion of Task 29,2023-01-29,2023-02-05,Delayed,TSK_226_29
PRJ_226,MLS_2254,Milestone Completion of Task 39,2023-02-01,2023-01-28,Pending,TSK_226_39
PRJ_226,MLS_2255,Milestone Completion of Task 49,2023-02-04,2023-02-19,Delayed,TSK_226_49
PRJ_226,MLS_2256,Milestone Completion of Task 59,2023-02-07,2023-02-03,Pending,TSK_226_59
PRJ_226,MLS_2257,Milestone Completion of Task 69,2023-02-10,2023-02-06,Pending,TSK_226_69
PRJ_226,MLS_2258,Milestone Completion of Task 79,2023-02-13,2023-02-09,Pending,TSK_226_79
PRJ_226,MLS_2259,Milestone Completion of Task 89,2023-02-16,2023-02-28,Delayed,TSK_226_89
PRJ_226,MLS_2260,Milestone Completion of Task 99,2023-02-19,2023-02-15,Pending,TSK_226_99
PRJ_227,MLS_2261,Milestone Completion of Task 9,2023-01-23,2023-02-07,Delayed,TSK_227_09
PRJ_227,MLS_2262,Milestone Completion of Task 19,2023-01-26,2023-01-22,Completed,TSK_227_19
PRJ_227,MLS_2263,Milestone Completion of Task 29,2023-01-29,2023-01-25,Pending,TSK_227_29
PRJ_227,MLS_2264,Milestone Completion of Task 39,2023-02-01,2023-02-16,Delayed,TSK_227_39
PRJ_227,MLS_2265,Milestone Completion of Task 49,2023-02-04,2023-02-06,Delayed,TSK_227_49
PRJ_227,MLS_2266,Milestone Completion of Task 59,2023-02-07,2023-02-03,Pending,TSK_227_59
PRJ_227,MLS_2267,Milestone Completion of Task 69,2023-02-10,2023-02-10,Pending,TSK_227_69
PRJ_227,MLS_2268,Milestone Completion of Task 79,2023-02-13,2023-02-28,Delayed,TSK_227_79
PRJ_227,MLS_2269,Milestone Completion of Task 89,2023-02-16,2023-02-16,Pending,TSK_227_89
PRJ_227,MLS_2270,Milestone Completion of Task 99,2023-02-19,2023-02-21,Delayed,TSK_227_99
PRJ_228,MLS_2271,Milestone Completion of Task 9,2023-01-23,2023-01-19,Completed,TSK_228_09
PRJ_228,MLS_2272,Milestone Completion of Task 19,2023-01-26,2023-01-22,Completed,TSK_228_19
PRJ_228,MLS_2273,Milestone Completion of Task 29,2023-01-29,2023-01-25,Pending,TSK_228_29
PRJ_228,MLS_2274,Milestone Completion of Task 39,2023-02-01,2023-02-16,Delayed,TSK_228_39
PRJ_228,MLS_2275,Milestone Completion of Task 49,2023-02-04,2023-02-19,Delayed,TSK_228_49
PRJ_228,MLS_2276,Milestone Completion of Task 59,2023-02-07,2023-02-07,Pending,TSK_228_59
PRJ_228,MLS_2277,Milestone Completion of Task 69,2023-02-10,2023-02-25,Delayed,TSK_228_69
PRJ_228,MLS_2278,Milestone Completion of Task 79,2023-02-13,2023-02-27,Delayed,TSK_228_79
PRJ_228,MLS_2279,Milestone Completion of Task 89,2023-02-16,2023-02-16,Pending,TSK_228_89
PRJ_228,MLS_2280,Milestone Completion of Task 99,2023-02-19,2023-03-06,Delayed,TSK_228_99
PRJ_229,MLS_2281,Milestone Completion of Task 9,2023-01-23,2023-01-19,Completed,TSK_229_09
PRJ_229,MLS_2282,Milestone Completion of Task 19,2023-01-26,2023-01-26,Pending,TSK_229_19
PRJ_229,MLS_2283,Milestone Completion of Task 29,2023-01-29,2023-01-25,Pending,TSK_229_29
PRJ_229,MLS_2284,Milestone Completion of Task 39,2023-02-01,2023-02-16,Delayed,TSK_229_39
PRJ_229,MLS_2285,Milestone Completion of Task 49,2023-02-04,2023-02-11,Delayed,TSK_229_49
PRJ_229,MLS_2286,Milestone Completion of Task 59,2023-02-07,2023-02-07,Pending,TSK_229_59
PRJ_229,MLS_2287,Milestone Completion of Task 69,2023-02-10,2023-02-06,Pending,TSK_229_69
PRJ_229,MLS_2288,Milestone Completion of Task 79,2023-02-13,2023-02-18,Delayed,TSK_229_79
PRJ_229,MLS_2289,Milestone Completion of Task 89,2023-02-16,2023-02-12,Pending,TSK_229_89
PRJ_229,MLS_2290,Milestone Completion of Task 99,2023-02-19,2023-02-15,Pending,TSK_229_99
PRJ_230,MLS_2291,Milestone Completion of Task 9,2023-01-23,2023-01-19,Completed,TSK_230_09
PRJ_230,MLS_2292,Milestone Completion of Task 19,2023-01-26,2023-01-22,Completed,TSK_230_19
PRJ_230,MLS_2293,Milestone Completion of Task 29,2023-01-29,2023-01-25,Pending,TSK_230_29
PRJ_230,MLS_2294,Milestone Completion of Task 39,2023-02-01,2023-01-28,Pending,TSK_230_39
PRJ_230,MLS_2295,Milestone Completion of Task 49,2023-02-04,2023-02-14,Delayed,TSK_230_49
PRJ_230,MLS_2296,Milestone Completion of Task 59,2023-02-07,2023-02-22,Delayed,TSK_230_59
PRJ_230,MLS_2297,Milestone Completion of Task 69,2023-02-10,2023-02-25,Delayed,TSK_230_69
PRJ_230,MLS_2298,Milestone Completion of Task 79,2023-02-13,2023-02-25,Delayed,TSK_230_79
PRJ_230,MLS_2299,Milestone Completion of Task 89,2023-02-16,2023-02-14,Pending,TSK_230_89
PRJ_230,MLS_2300,Milestone Completion of Task 99,2023-02-19,2023-02-26,Delayed,TSK_230_99
PRJ_231,MLS_2301,Milestone Completion of Task 9,2023-01-23,2023-02-03,Delayed,TSK_231_09
PRJ_231,MLS_2302,Milestone Completion of Task 19,2023-01-26,2023-02-07,Delayed,TSK_231_19
PRJ_231,MLS_2303,Milestone Completion of Task 29,2023-01-29,2023-01-25,Pending,TSK_231_29
PRJ_231,MLS_2304,Milestone Completion of Task 39,2023-02-01,2023-02-07,Delayed,TSK_231_39
PRJ_231,MLS_2305,Milestone Completion of Task 49,2023-02-04,2023-02-03,Pending,TSK_231_49
PRJ_231,MLS_2306,Milestone Completion of Task 59,2023-02-07,2023-02-04,Pending,TSK_231_59
PRJ_231,MLS_2307,Milestone Completion of Task 69,2023-02-10,2023-02-10,Pending,TSK_231_69
PRJ_231,MLS_2308,Milestone Completion of Task 79,2023-02-13,2023-02-09,Pending,TSK_231_79
PRJ_231,MLS_2309,Milestone Completion of Task 89,2023-02-16,2023-02-19,Delayed,TSK_231_89
PRJ_231,MLS_2310,Milestone Completion of Task 99,2023-02-19,2023-02-25,Delayed,TSK_231_99
PRJ_232,MLS_2311,Milestone Completion of Task 9,2023-01-24,2023-01-24,Pending,TSK_232_09
PRJ_232,MLS_2312,Milestone Completion of Task 19,2023-01-27,2023-01-23,Pending,TSK_232_19
PRJ_232,MLS_2313,Milestone Completion of Task 29,2023-01-30,2023-01-26,Pending,TSK_232_29
PRJ_232,MLS_2314,Milestone Completion of Task 39,2023-02-02,2023-02-07,Delayed,TSK_232_39
PRJ_232,MLS_2315,Milestone Completion of Task 49,2023-02-05,2023-02-01,Pending,TSK_232_49
PRJ_232,MLS_2316,Milestone Completion of Task 59,2023-02-08,2023-02-04,Pending,TSK_232_59
PRJ_232,MLS_2317,Milestone Completion of Task 69,2023-02-11,2023-02-26,Delayed,TSK_232_69
PRJ_232,MLS_2318,Milestone Completion of Task 79,2023-02-14,2023-02-19,Delayed,TSK_232_79
PRJ_232,MLS_2319,Milestone Completion of Task 89,2023-02-17,2023-02-27,Delayed,TSK_232_89
PRJ_232,MLS_2320,Milestone Completion of Task 99,2023-02-20,2023-02-16,Pending,TSK_232_99
PRJ_233,MLS_2321,Milestone Completion of Task 9,2023-01-24,2023-01-20,Completed,TSK_233_09
PRJ_233,MLS_2322,Milestone Completion of Task 19,2023-01-27,2023-02-01,Delayed,TSK_233_19
PRJ_233,MLS_2323,Milestone Completion of Task 29,2023-01-30,2023-01-26,Pending,TSK_233_29
PRJ_233,MLS_2324,Milestone Completion of Task 39,2023-02-02,2023-02-04,Delayed,TSK_233_39
PRJ_233,MLS_2325,Milestone Completion of Task 49,2023-02-05,2023-02-20,Delayed,TSK_233_49
PRJ_233,MLS_2326,Milestone Completion of Task 59,2023-02-08,2023-02-13,Delayed,TSK_233_59
PRJ_233,MLS_2327,Milestone Completion of Task 69,2023-02-11,2023-02-26,Delayed,TSK_233_69
PRJ_233,MLS_2328,Milestone Completion of Task 79,2023-02-14,2023-02-14,Pending,TSK_233_79
PRJ_233,MLS_2329,Milestone Completion of Task 89,2023-02-17,2023-02-13,Pending,TSK_233_89
PRJ_233,MLS_2330,Milestone Completion of Task 99,2023-02-20,2023-03-07,Delayed,TSK_233_99
PRJ_234,MLS_2331,Milestone Completion of Task 9,2023-01-24,2023-01-20,Completed,TSK_234_09
PRJ_234,MLS_2332,Milestone Completion of Task 19,2023-01-27,2023-02-11,Delayed,TSK_234_19
PRJ_234,MLS_2333,Milestone Completion of Task 29,2023-01-30,2023-02-14,Delayed,TSK_234_29
PRJ_234,MLS_2334,Milestone Completion of Task 39,2023-02-02,2023-02-17,Delayed,TSK_234_39
PRJ_234,MLS_2335,Milestone Completion of Task 49,2023-02-05,2023-02-07,Delayed,TSK_234_49
PRJ_234,MLS_2336,Milestone Completion of Task 59,2023-02-08,2023-02-04,Pending,TSK_234_59
PRJ_234,MLS_2337,Milestone Completion of Task 69,2023-02-11,2023-02-13,Delayed,TSK_234_69
PRJ_234,MLS_2338,Milestone Completion of Task 79,2023-02-14,2023-03-01,Delayed,TSK_234_79
PRJ_234,MLS_2339,Milestone Completion of Task 89,2023-02-17,2023-03-04,Delayed,TSK_234_89
PRJ_234,MLS_2340,Milestone Completion of Task 99,2023-02-20,2023-02-18,Pending,TSK_234_99
PRJ_235,MLS_2341,Milestone Completion of Task 9,2023-01-24,2023-01-24,Pending,TSK_235_09
PRJ_235,MLS_2342,Milestone Completion of Task 19,2023-01-27,2023-01-27,Pending,TSK_235_19
PRJ_235,MLS_2343,Milestone Completion of Task 29,2023-01-30,2023-01-26,Pending,TSK_235_29
PRJ_235,MLS_2344,Milestone Completion of Task 39,2023-02-02,2023-01-29,Pending,TSK_235_39
PRJ_235,MLS_2345,Milestone Completion of Task 49,2023-02-05,2023-02-01,Pending,TSK_235_49
PRJ_235,MLS_2346,Milestone Completion of Task 59,2023-02-08,2023-02-08,Pending,TSK_235_59
PRJ_235,MLS_2347,Milestone Completion of Task 69,2023-02-11,2023-02-26,Delayed,TSK_235_69
PRJ_235,MLS_2348,Milestone Completion of Task 79,2023-02-14,2023-02-10,Pending,TSK_235_79
PRJ_235,MLS_2349,Milestone Completion of Task 89,2023-02-17,2023-02-17,Pending,TSK_235_89
PRJ_235,MLS_2350,Milestone Completion of Task 99,2023-02-20,2023-02-16,Pending,TSK_235_99
PRJ_236,MLS_2351,Milestone Completion of Task 9,2023-01-24,2023-02-08,Delayed,TSK_236_09
PRJ_236,MLS_2352,Milestone Completion of Task 19,2023-01-27,2023-01-23,Pending,TSK_236_19
PRJ_236,MLS_2353,Milestone Completion of Task 29,2023-01-30,2023-02-06,Delayed,TSK_236_29
PRJ_236,MLS_2354,Milestone Completion of Task 39,2023-02-02,2023-02-04,Delayed,TSK_236_39
PRJ_236,MLS_2355,Milestone Completion of Task 49,2023-02-05,2023-02-20,Delayed,TSK_236_49
PRJ_236,MLS_2356,Milestone Completion of Task 59,2023-02-08,2023-02-08,Pending,TSK_236_59
PRJ_236,MLS_2357,Milestone Completion of Task 69,2023-02-11,2023-02-11,Pending,TSK_236_69
PRJ_236,MLS_2358,Milestone Completion of Task 79,2023-02-14,2023-02-10,Pending,TSK_236_79
PRJ_236,MLS_2359,Milestone Completion of Task 89,2023-02-17,2023-02-13,Pending,TSK_236_89
PRJ_236,MLS_2360,Milestone Completion of Task 99,2023-02-20,2023-03-07,Delayed,TSK_236_99
PRJ_237,MLS_2361,Milestone Completion of Task 9,2023-01-24,2023-01-20,Completed,TSK_237_09
PRJ_237,MLS_2362,Milestone Completion of Task 19,2023-01-27,2023-01-23,Pending,TSK_237_19
PRJ_237,MLS_2363,Milestone Completion of Task 29,2023-01-30,2023-01-30,Pending,TSK_237_29
PRJ_237,MLS_2364,Milestone Completion of Task 39,2023-02-02,2023-02-16,Delayed,TSK_237_39
PRJ_237,MLS_2365,Milestone Completion of Task 49,2023-02-05,2023-02-01,Pending,TSK_237_49
PRJ_237,MLS_2366,Milestone Completion of Task 59,2023-02-08,2023-02-04,Pending,TSK_237_59
PRJ_237,MLS_2367,Milestone Completion of Task 69,2023-02-11,2023-02-20,Delayed,TSK_237_69
PRJ_237,MLS_2368,Milestone Completion of Task 79,2023-02-14,2023-03-01,Delayed,TSK_237_79
PRJ_237,MLS_2369,Milestone Completion of Task 89,2023-02-17,2023-02-13,Pending,TSK_237_89
PRJ_237,MLS_2370,Milestone Completion of Task 99,2023-02-20,2023-03-07,Delayed,TSK_237_99
PRJ_238,MLS_2371,Milestone Completion of Task 9,2023-01-24,2023-02-01,Delayed,TSK_238_09
PRJ_238,MLS_2372,Milestone Completion of Task 19,2023-01-27,2023-01-23,Pending,TSK_238_19
PRJ_238,MLS_2373,Milestone Completion of Task 29,2023-01-30,2023-01-26,Pending,TSK_238_29
PRJ_238,MLS_2374,Milestone Completion of Task 39,2023-02-02,2023-01-29,Pending,TSK_238_39
PRJ_238,MLS_2375,Milestone Completion of Task 49,2023-02-05,2023-02-01,Pending,TSK_238_49
PRJ_238,MLS_2376,Milestone Completion of Task 59,2023-02-08,2023-02-04,Pending,TSK_238_59
PRJ_238,MLS_2377,Milestone Completion of Task 69,2023-02-11,2023-02-07,Pending,TSK_238_69
PRJ_238,MLS_2378,Milestone Completion of Task 79,2023-02-14,2023-02-10,Pending,TSK_238_79
PRJ_238,MLS_2379,Milestone Completion of Task 89,2023-02-17,2023-02-13,Pending,TSK_238_89
PRJ_238,MLS_2380,Milestone Completion of Task 99,2023-02-20,2023-03-04,Delayed,TSK_238_99
PRJ_239,MLS_2381,Milestone Completion of Task 9,2023-01-24,2023-01-20,Completed,TSK_239_09
PRJ_239,MLS_2382,Milestone Completion of Task 19,2023-01-27,2023-01-23,Pending,TSK_239_19
PRJ_239,MLS_2383,Milestone Completion of Task 29,2023-01-30,2023-01-26,Pending,TSK_239_29
PRJ_239,MLS_2384,Milestone Completion of Task 39,2023-02-02,2023-02-02,Pending,TSK_239_39
PRJ_239,MLS_2385,Milestone Completion of Task 49,2023-02-05,2023-02-05,Pending,TSK_239_49
PRJ_239,MLS_2386,Milestone Completion of Task 59,2023-02-08,2023-02-19,Delayed,TSK_239_59
