Project ID,Project Name,Project Type,Project Start Date,Planned End Date,Actual End Date,Current Date,Planned Duration (Days),Actual Duration (Days),Current Project Phase,Project Status,Delay Factor
PRJ_423,Construction Project 423,Infrastructure,2023-01-30,2023-03-01,2023-03-23,2023-01-22,30,52,Handover,Completed,1.7333333333333334
PRJ_424,Construction Project 424,Institutional,2023-01-30,2023-03-01,2023-05-25,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_425,Construction Project 425,Infrastructure,2023-01-30,2023-03-01,2023-02-14,2023-01-22,30,15,Handover,Completed,0.5
PRJ_426,Construction Project 426,Commercial,2023-01-30,2023-03-01,2023-02-22,2023-01-22,30,23,Handover,Completed,0.7666666666666666
PRJ_427,Construction Project 427,Industrial,2023-01-30,2023-03-01,2023-02-26,2023-01-22,30,27,Handover,Completed,0.9
PRJ_428,Construction Project 428,Institutional,2023-01-30,2023-03-01,2023-02-14,2023-01-22,30,15,Handover,Completed,0.5
PRJ_429,Construction Project 429,Infrastructure,2023-01-30,2023-03-01,2023-05-25,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_430,Construction Project 430,Infrastructure,2023-01-30,2023-03-01,2023-02-14,2023-01-22,30,15,Handover,Completed,0.5
PRJ_431,Construction Project 431,Institutional,2023-01-30,2023-03-01,2023-02-25,2023-01-22,30,26,Handover,Completed,0.8666666666666667
PRJ_432,Construction Project 432,Infrastructure,2023-01-30,2023-03-01,2023-02-26,2023-01-22,30,27,Handover,Completed,0.9
PRJ_433,Construction Project 433,Infrastructure,2023-01-31,2023-03-02,2023-04-10,2023-01-22,30,69,Handover,Completed,2.3
PRJ_434,Construction Project 434,Commercial,2023-01-31,2023-03-02,2023-02-15,2023-01-22,30,15,Handover,Completed,0.5
PRJ_435,Construction Project 435,Institutional,2023-01-31,2023-03-02,2023-05-14,2023-01-22,30,103,Handover,Completed,3.433333333333333
PRJ_436,Construction Project 436,Infrastructure,2023-01-31,2023-03-02,2023-03-01,2023-01-22,30,29,Handover,Completed,0.9666666666666667
PRJ_437,Construction Project 437,Commercial,2023-01-31,2023-03-02,2023-03-26,2023-01-22,30,54,Handover,Completed,1.8
PRJ_438,Construction Project 438,Infrastructure,2023-01-31,2023-03-02,2023-03-05,2023-01-22,30,33,Handover,Completed,1.1
PRJ_439,Construction Project 439,Infrastructure,2023-01-31,2023-03-02,2023-05-26,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_440,Construction Project 440,Industrial,2023-01-31,2023-03-02,2023-02-20,2023-01-22,30,20,Handover,Completed,0.6666666666666667
PRJ_441,Construction Project 441,Infrastructure,2023-01-31,2023-03-02,2023-03-18,2023-01-22,30,46,Handover,Completed,1.5333333333333332
PRJ_442,Construction Project 442,Institutional,2023-01-31,2023-03-02,2023-02-15,2023-01-22,30,15,Handover,Completed,0.5
PRJ_443,Construction Project 443,Residential,2023-01-31,2023-03-02,2023-02-24,2023-01-22,30,24,Handover,Completed,0.8
PRJ_444,Construction Project 444,Industrial,2023-01-31,2023-03-02,2023-04-14,2023-01-22,30,73,Handover,Completed,2.4333333333333336
PRJ_445,Construction Project 445,Industrial,2023-01-31,2023-03-02,2023-02-15,2023-01-22,30,15,Handover,Completed,0.5
PRJ_446,Construction Project 446,Residential,2023-01-31,2023-03-02,2023-02-15,2023-01-22,30,15,Handover,Completed,0.5
PRJ_447,Construction Project 447,Infrastructure,2023-01-31,2023-03-02,2023-02-15,2023-01-22,30,15,Handover,Completed,0.5
PRJ_448,Construction Project 448,Residential,2023-02-01,2023-03-03,2023-03-15,2023-01-22,30,42,Handover,Completed,1.4
PRJ_449,Construction Project 449,Commercial,2023-02-01,2023-03-03,2023-03-19,2023-01-22,30,46,Handover,Completed,1.5333333333333332
PRJ_450,Construction Project 450,Industrial,2023-02-01,2023-03-03,2023-02-22,2023-01-22,30,21,Handover,Completed,0.7
PRJ_451,Construction Project 451,Commercial,2023-02-01,2023-03-03,2023-02-22,2023-01-22,30,21,Handover,Completed,0.7
PRJ_452,Construction Project 452,Industrial,2023-02-01,2023-03-03,2023-03-02,2023-01-22,30,29,Handover,Completed,0.9666666666666667
PRJ_453,Construction Project 453,Infrastructure,2023-02-01,2023-03-03,2023-02-18,2023-01-22,30,17,Handover,Completed,0.5666666666666667
PRJ_454,Construction Project 454,Residential,2023-02-01,2023-03-03,2023-05-11,2023-01-22,30,99,Handover,Completed,3.3
PRJ_455,Construction Project 455,Residential,2023-02-01,2023-03-03,2023-02-16,2023-01-22,30,15,Handover,Completed,0.5
PRJ_456,Construction Project 456,Institutional,2023-02-01,2023-03-03,2023-02-16,2023-01-22,30,15,Handover,Completed,0.5
PRJ_457,Construction Project 457,Residential,2023-02-01,2023-03-03,2023-02-16,2023-01-22,30,15,Handover,Completed,0.5
PRJ_458,Construction Project 458,Institutional,2023-02-01,2023-03-03,2023-04-20,2023-01-22,30,78,Handover,Completed,2.6
PRJ_459,Construction Project 459,Institutional,2023-02-01,2023-03-03,2023-02-16,2023-01-22,30,15,Handover,Completed,0.5
PRJ_460,Construction Project 460,Industrial,2023-02-01,2023-03-03,2023-03-27,2023-01-22,30,54,Handover,Completed,1.8
PRJ_461,Construction Project 461,Industrial,2023-02-01,2023-03-03,2023-03-15,2023-01-22,30,42,Handover,Completed,1.4
PRJ_462,Construction Project 462,Industrial,2023-02-02,2023-03-04,2023-03-10,2023-01-22,30,36,Handover,Completed,1.2
PRJ_463,Construction Project 463,Institutional,2023-02-02,2023-03-04,2023-03-25,2023-01-22,30,51,Handover,Completed,1.7
PRJ_464,Construction Project 464,Industrial,2023-02-02,2023-03-04,2023-05-28,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_465,Construction Project 465,Infrastructure,2023-02-02,2023-03-04,2023-02-23,2023-01-22,30,21,Handover,Completed,0.7
PRJ_466,Construction Project 466,Commercial,2023-02-02,2023-03-04,2023-03-17,2023-01-22,30,43,Handover,Completed,1.4333333333333333
PRJ_467,Construction Project 467,Residential,2023-02-02,2023-03-04,2023-02-17,2023-01-22,30,15,Handover,Completed,0.5
PRJ_468,Construction Project 468,Institutional,2023-02-02,2023-03-04,2023-02-17,2023-01-22,30,15,Handover,Completed,0.5
PRJ_469,Construction Project 469,Commercial,2023-02-02,2023-03-04,2023-02-17,2023-01-22,30,15,Handover,Completed,0.5
PRJ_470,Construction Project 470,Infrastructure,2023-02-02,2023-03-04,2023-03-23,2023-01-22,30,49,Handover,Completed,1.6333333333333333
PRJ_471,Construction Project 471,Commercial,2023-02-02,2023-03-04,2023-02-17,2023-01-22,30,15,Handover,Completed,0.5
PRJ_472,Construction Project 472,Institutional,2023-02-02,2023-03-04,2023-04-27,2023-01-22,30,84,Handover,Completed,2.8
PRJ_473,Construction Project 473,Institutional,2023-02-02,2023-03-04,2023-05-24,2023-01-22,30,111,Handover,Completed,3.7
PRJ_474,Construction Project 474,Institutional,2023-02-02,2023-03-04,2023-03-25,2023-01-22,30,51,Handover,Completed,1.7
PRJ_475,Construction Project 475,Institutional,2023-02-02,2023-03-04,2023-02-17,2023-01-22,30,15,Handover,Completed,0.5
PRJ_476,Construction Project 476,Residential,2023-02-02,2023-03-04,2023-02-17,2023-01-22,30,15,Handover,Completed,0.5
PRJ_477,Construction Project 477,Industrial,2023-02-03,2023-03-05,2023-05-11,2023-01-22,30,97,Handover,Completed,3.2333333333333334
PRJ_478,Construction Project 478,Institutional,2023-02-03,2023-03-05,2023-02-18,2023-01-22,30,15,Handover,Completed,0.5
PRJ_479,Construction Project 479,Institutional,2023-02-03,2023-03-05,2023-04-01,2023-01-22,30,57,Handover,Completed,1.9
PRJ_480,Construction Project 480,Residential,2023-02-03,2023-03-05,2023-02-18,2023-01-22,30,15,Handover,Completed,0.5
PRJ_481,Construction Project 481,Industrial,2023-02-03,2023-03-05,2023-02-18,2023-01-22,30,15,Handover,Completed,0.5
PRJ_482,Construction Project 482,Infrastructure,2023-02-03,2023-03-05,2023-03-24,2023-01-22,30,49,Handover,Completed,1.6333333333333333
PRJ_483,Construction Project 483,Commercial,2023-02-03,2023-03-05,2023-02-18,2023-01-22,30,15,Handover,Completed,0.5
PRJ_484,Construction Project 484,Industrial,2023-02-03,2023-03-05,2023-03-09,2023-01-22,30,34,Handover,Completed,1.1333333333333333
PRJ_485,Construction Project 485,Residential,2023-02-03,2023-03-05,2023-04-11,2023-01-22,30,67,Handover,Completed,2.2333333333333334
PRJ_486,Construction Project 486,Commercial,2023-02-03,2023-03-05,2023-02-18,2023-01-22,30,15,Handover,Completed,0.5
PRJ_487,Construction Project 487,Institutional,2023-02-03,2023-03-05,2023-03-14,2023-01-22,30,39,Handover,Completed,1.3
PRJ_488,Construction Project 488,Commercial,2023-02-03,2023-03-05,2023-03-04,2023-01-22,30,29,Handover,Completed,0.9666666666666667
PRJ_489,Construction Project 489,Infrastructure,2023-02-03,2023-03-05,2023-02-18,2023-01-22,30,15,Handover,Completed,0.5
PRJ_490,Construction Project 490,Institutional,2023-02-03,2023-03-05,2023-02-18,2023-01-22,30,15,Handover,Completed,0.5
PRJ_491,Construction Project 491,Commercial,2023-02-04,2023-03-06,2023-04-30,2023-01-22,30,85,Handover,Completed,2.833333333333333
PRJ_492,Construction Project 492,Commercial,2023-02-04,2023-03-06,2023-03-13,2023-01-22,30,37,Handover,Completed,1.2333333333333334
PRJ_493,Construction Project 493,Industrial,2023-02-04,2023-03-06,2023-04-27,2023-01-22,30,82,Handover,Completed,2.7333333333333334
PRJ_494,Construction Project 494,Institutional,2023-02-04,2023-03-06,2023-02-19,2023-01-22,30,15,Handover,Completed,0.5
PRJ_495,Construction Project 495,Residential,2023-02-04,2023-03-06,2023-02-19,2023-01-22,30,15,Handover,Completed,0.5
PRJ_496,Construction Project 496,Institutional,2023-02-04,2023-03-06,2023-03-10,2023-01-22,30,34,Handover,Completed,1.1333333333333333
PRJ_497,Construction Project 497,Institutional,2023-02-04,2023-03-06,2023-04-09,2023-01-22,30,64,Handover,Completed,2.1333333333333333
PRJ_498,Construction Project 498,Commercial,2023-02-04,2023-03-06,2023-05-30,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_499,Construction Project 499,Industrial,2023-02-04,2023-03-06,2023-05-05,2023-01-22,30,90,Handover,Completed,3.0
PRJ_500,Construction Project 500,Institutional,2023-02-04,2023-03-06,2023-02-19,2023-01-22,30,15,Handover,Completed,0.5
